number,district_sector,latitude,longitude,month,summarized_offense_description,zone_beat
500,Q,47.654735565,-122.385993958,3,Theft,Q1
501,J,47.697208405,-122.368721008,3,Theft,J1
502,J,47.697208405,-122.368721008,3,Theft,J1
503,Q,47.62392807,-122.356712341,3,Public Offense,Q3
504,Q,47.62392807,-122.356712341,3,Public Offense,Q3
505,C,47.61158371,-122.302085876,3,Public Offense,C3
506,C,47.61158371,-122.302085876,3,Public Offense,C3
507,Q,47.630020142,-122.360527039,3,Theft,Q2
508,Q,47.630020142,-122.360527039,3,Theft,Q2
509,Q,47.630020142,-122.360527039,3,Theft,Q2
510,C,47.646266937,-122.317070007,3,Theft,C1
511,C,47.646266937,-122.317070007,3,Theft,C1
512,U,47.664012909,-122.315254211,3,Violence,U2
513,U,47.664012909,-122.315254211,3,Violence,U2
514,B,47.664382935,-122.367401123,3,Property,B2
515,B,47.664382935,-122.367401123,3,Property,B2
516,R,47.55828476,-122.316101074,3,Theft,R1
517,J,47.6913414,-122.371398926,3,Theft,J1
518,J,47.6913414,-122.371398926,3,Theft,J1
519,J,47.6913414,-122.371398926,3,Theft,J1
520,O,47.588783264,-122.329048157,3,Property,O1
521,D,47.615222931,-122.33379364,3,Violence,D2
522,O,47.588783264,-122.329048157,3,Property,O1
523,D,47.615222931,-122.33379364,3,Violence,D2
524,O,47.588783264,-122.329048157,3,Property,O1
525,O,47.588783264,-122.329048157,3,Property,O1
526,D,47.615222931,-122.33379364,3,Violence,D2
527,S,47.540672302,-122.278083801,3,Theft,S2
528,S,47.540672302,-122.278083801,3,Theft,S2
529,G,47.597911835,-122.313079834,3,Property,G3
530,G,47.597911835,-122.313079834,3,Property,G3
531,M,47.612770081,-122.330581665,3,Theft,M2
532,M,47.612770081,-122.330581665,3,Theft,M2
533,M,47.612770081,-122.330581665,3,Theft,M2
534,E,47.61523819,-122.320404053,3,Public Offense,E2
535,E,47.61523819,-122.320404053,3,Public Offense,E2
536,D,47.61365509,-122.345001221,3,Theft,D1
537,D,47.61365509,-122.345001221,3,Theft,D1
538,W,47.537521362,-122.392967224,3,Theft,W3
539,W,47.537521362,-122.392967224,3,Theft,W3
540,N,47.696872711,-122.337615967,3,Theft,N3
541,Q,47.648464203,-122.378189087,3,Theft,Q1
542,Q,47.648464203,-122.378189087,3,Theft,Q1
543,D,47.617408752,-122.349365234,3,Violence,D1
544,D,47.617408752,-122.349365234,3,Violence,D1
545,B,47.670188904,-122.38886261,3,Fraud,B1
546,R,47.586906433,-122.299072266,3,Theft,R2
547,R,47.586906433,-122.299072266,3,Theft,R2
548,R,47.586906433,-122.299072266,3,Theft,R2
549,R,47.586906433,-122.299072266,3,Theft,R2
550,M,47.610214233,-122.336685181,3,Court Violation,M3
551,G,47.608257294,-122.297401428,3,Theft,G2
552,G,47.608257294,-122.297401428,3,Theft,G2
553,G,47.608257294,-122.297401428,3,Theft,G2
554,J,47.695114136,-122.352653503,3,Theft,J1
555,J,47.695114136,-122.352653503,3,Theft,J1
556,J,47.695114136,-122.352653503,3,Theft,J1
557,B,47.674289703,-122.406364441,3,Drugs,B1
558,Q,47.655555725,-122.371353149,3,Property,Q2
559,Q,47.655555725,-122.371353149,3,Property,Q2
560,D,47.64087677,-122.324676514,3,Theft,D3
561,D,47.617328644,-122.333366394,3,Public Offense,D3
562,D,47.617328644,-122.333366394,3,Public Offense,D3
563,D,47.617328644,-122.333366394,3,Public Offense,D3
564,D,47.617328644,-122.333366394,3,Public Offense,D3
565,D,47.617328644,-122.333366394,3,Public Offense,D3
566,E,47.622558594,-122.320915222,3,Public Offense,E1
567,D,47.615882874,-122.332939148,3,Theft,D2
568,E,47.622558594,-122.320915222,3,Public Offense,E1
569,E,47.608657837,-122.320755005,3,Violence,E3
570,E,47.608657837,-122.320755005,3,Violence,E3
571,U,47.667484283,-122.311897278,3,Theft,U1
572,J,47.677532196,-122.327789307,3,Theft,J3
573,J,47.677532196,-122.327789307,3,Theft,J3
574,J,47.677532196,-122.327789307,3,Theft,J3
575,M,47.613162994,-122.342193604,3,Theft,M2
576,M,47.613162994,-122.342193604,3,Theft,M2
577,C,47.638729095,-122.304779053,3,Theft,C2
578,C,47.638729095,-122.304779053,3,Theft,C2
579,C,47.638729095,-122.304779053,3,Theft,C2
580,C,47.638729095,-122.304779053,3,Theft,C2
581,C,47.638729095,-122.304779053,3,Theft,C2
582,C,47.638729095,-122.304779053,3,Theft,C2
583,F,47.531955719,-122.342384338,3,Theft,F3
584,F,47.531955719,-122.342384338,3,Theft,F3
585,F,47.531955719,-122.342384338,3,Theft,F3
586,F,47.531955719,-122.342384338,3,Theft,F3
587,F,47.531955719,-122.342384338,3,Theft,F3
588,N,47.696353912,-122.34324646,3,Theft,N3
589,R,47.565151215,-122.284980774,3,Theft,R3
590,R,47.565151215,-122.284980774,3,Theft,R3
591,J,47.687664032,-122.348564148,3,Theft,J3
592,D,47.616695404,-122.342216492,3,Theft,D2
593,D,47.616695404,-122.342216492,3,Theft,D2
594,D,47.612888336,-122.343704224,3,Theft,D1
595,D,47.612888336,-122.343704224,3,Theft,D1
596,D,47.612888336,-122.343704224,3,Theft,D1
597,D,47.612888336,-122.343704224,3,Theft,D1
598,N,47.723262787,-122.360954285,3,Theft,N1
599,N,47.723262787,-122.360954285,3,Theft,N1
600,E,47.619354248,-122.316917419,3,Theft,E1
601,E,47.619354248,-122.316917419,3,Theft,E1
602,O,47.544872284,-122.319793701,3,Property,O3
603,O,47.544872284,-122.319793701,3,Property,O3
604,B,47.669460297,-122.39151001,3,Theft,B1
605,B,47.669460297,-122.39151001,3,Theft,B1
606,M,47.61044693,-122.336128235,3,Public Offense,M3
607,M,47.61044693,-122.336128235,3,Public Offense,M3
608,M,47.61044693,-122.336128235,3,Public Offense,M3
609,M,47.61044693,-122.336128235,3,Public Offense,M3
610,S,47.519851685,-122.268028259,3,Theft,S3
611,S,47.519851685,-122.268028259,3,Theft,S3
612,S,47.519851685,-122.268028259,3,Theft,S3
613,S,47.519851685,-122.268028259,3,Theft,S3
614,S,47.519851685,-122.268028259,3,Theft,S3
615,B,47.665725708,-122.326950073,3,Property,B3
616,B,47.665725708,-122.326950073,3,Property,B3
617,B,47.665725708,-122.326950073,3,Property,B3
618,B,47.665725708,-122.326950073,3,Property,B3
619,B,47.665725708,-122.326950073,3,Property,B3
620,J,47.689620972,-122.339126587,3,Public Offense,J3
621,J,47.689620972,-122.339126587,3,Public Offense,J3
622,B,47.669460297,-122.39151001,3,Fraud,B1
623,B,47.669460297,-122.39151001,3,Fraud,B1
624,C,47.618270874,-122.299873352,3,Property,C3
625,C,47.618270874,-122.299873352,3,Property,C3
626,S,47.517177582,-122.259346008,3,Theft,S3
627,S,47.517177582,-122.259346008,3,Theft,S3
628,J,47.690631866,-122.361984253,3,Theft,J1
629,J,47.690631866,-122.361984253,3,Theft,J1
630,J,47.690631866,-122.361984253,3,Theft,J1
631,J,47.690631866,-122.361984253,3,Theft,J1
632,K,47.599197388,-122.328971863,3,Theft,K3
633,K,47.599197388,-122.328971863,3,Theft,K3
634,K,47.599197388,-122.328971863,3,Theft,K3
635,K,47.599197388,-122.328971863,3,Theft,K3
636,K,47.599197388,-122.328971863,3,Theft,K3
637,K,47.599197388,-122.328971863,3,Theft,K3
638,K,47.599197388,-122.328971863,3,Theft,K3
639,K,47.599197388,-122.328971863,3,Theft,K3
640,S,47.523880005,-122.264595032,3,Violence,S2
641,S,47.523880005,-122.264595032,3,Violence,S2
642,S,47.523880005,-122.264595032,3,Violence,S2
643,S,47.523880005,-122.264595032,3,Violence,S2
644,B,47.661384583,-122.333129883,3,Theft,B3
645,J,47.677806854,-122.375648499,3,Theft,J2
646,J,47.677806854,-122.375648499,3,Theft,J2
647,J,47.677806854,-122.375648499,3,Theft,J2
648,M,47.60925293,-122.337341309,3,Theft,M3
649,M,47.60925293,-122.337341309,3,Theft,M3
650,M,47.60925293,-122.337341309,3,Theft,M3
651,W,47.556079865,-122.386924744,3,Theft,W2
652,W,47.556079865,-122.386924744,3,Theft,W2
653,L,47.699546814,-122.328475952,3,Theft,L2
654,L,47.699546814,-122.328475952,3,Theft,L2
655,C,47.616477966,-122.300727844,3,Theft,C3
656,C,47.616477966,-122.300727844,3,Theft,C3
657,N,47.708660126,-122.333992004,3,Public Offense,N3
658,N,47.708660126,-122.333992004,3,Public Offense,N3
659,N,47.708660126,-122.333992004,3,Public Offense,N3
660,N,47.708660126,-122.333992004,3,Public Offense,N3
661,D,47.643836975,-122.323371887,3,Theft,D3
662,D,47.643836975,-122.323371887,3,Theft,D3
663,U,47.657516479,-122.31829834,3,Theft,U2
664,U,47.657516479,-122.31829834,3,Theft,U2
665,U,47.679462433,-122.316543579,3,Property,U1
666,B,47.655406952,-122.351806641,3,Property,B2
667,B,47.655406952,-122.351119995,3,Property,B2
668,B,47.655406952,-122.351119995,3,Property,B2
669,B,47.655406952,-122.351119995,3,Property,B2
670,K,47.603126526,-122.331733704,3,Fraud,K1
671,K,47.603126526,-122.331733704,3,Fraud,K1
672,K,47.602149963,-122.33417511,3,Public Offense,K1
673,K,47.602149963,-122.33417511,3,Public Offense,K1
674,K,47.600463867,-122.330810547,3,Violence,K3
675,K,47.600463867,-122.330810547,3,Violence,K3
676,F,47.545635223,-122.375068665,3,Property,F1
677,F,47.545635223,-122.375068665,3,Property,F1
678,F,47.53188324,-122.366516113,3,Property,F2
679,F,47.53188324,-122.366516113,3,Property,F2
680,K,47.602149963,-122.33417511,3,Fraud,K1
681,K,47.602149963,-122.33417511,3,Fraud,K1
682,J,47.693313599,-122.35395813,3,Theft,J1
683,J,47.693313599,-122.35395813,3,Theft,J1
684,O,47.583976746,-122.329055786,3,Court Violation,O1
685,D,47.616641998,-122.354026794,3,Theft,D1
686,D,47.616641998,-122.354026794,3,Theft,D1
687,D,47.616641998,-122.354026794,3,Theft,D1
688,Q,47.648040771,-122.353904724,3,Property,Q2
689,Q,47.648040771,-122.353904724,3,Property,Q2
690,L,47.708602905,-122.324615479,3,Theft,L2
691,G,47.600566864,-122.294998169,3,Property,G3
692,L,47.708602905,-122.324615479,3,Theft,L2
693,L,47.708602905,-122.324615479,3,Theft,L2
694,L,47.708602905,-122.324615479,3,Theft,L2
695,G,47.600566864,-122.294998169,3,Property,G3
696,L,47.708602905,-122.324615479,3,Theft,L2
697,L,47.708602905,-122.324615479,3,Theft,L2
698,C,47.624443054,-122.311958313,3,Property,C1
699,C,47.624443054,-122.311958313,3,Property,C1
700,E,47.617038727,-122.325553894,3,Violence,E1
701,E,47.617038727,-122.325553894,3,Violence,E1
702,C,47.635837555,-122.279640198,3,Public Offense,C2
703,C,47.635837555,-122.279640198,3,Public Offense,C2
704,W,47.545703888,-122.381866455,3,Property,W3
705,Q,47.631408691,-122.345611572,3,Property,Q2
706,Q,47.631408691,-122.345611572,3,Property,Q2
707,O,47.544872284,-122.319793701,3,Property,O3
708,R,47.570674896,-122.28993988,3,Public Offense,R2
709,W,47.51468277,-122.380584717,3,Theft,W3
710,K,47.597515106,-122.325714111,3,Fraud,K3
711,K,47.597515106,-122.325714111,3,Fraud,K3
712,K,47.597515106,-122.325714111,3,Fraud,K3
713,B,47.659004211,-122.347335815,3,Public Offense,B2
714,B,47.659004211,-122.347335815,3,Public Offense,B2
715,L,47.708587646,-122.321914673,3,Theft,L2
716,K,47.602012634,-122.332252502,3,Theft,K2
717,K,47.602012634,-122.332252502,3,Theft,K2
718,K,47.602012634,-122.332252502,3,Theft,K2
719,J,47.676441193,-122.346603394,3,Property,J3
720,J,47.691524506,-122.375457764,3,Theft,J1
721,J,47.691524506,-122.375457764,3,Theft,J1
722,F,47.518276215,-122.355155945,3,TRAFFIC,F3
723,F,47.518276215,-122.355155945,3,TRAFFIC,F3
724,F,47.518276215,-122.355155945,3,TRAFFIC,F3
725,M,47.610401154,-122.343475342,3,Public Offense,M1
726,M,47.610401154,-122.343475342,3,Public Offense,M1
727,C,47.622528076,-122.31363678,3,Theft,C1
728,C,47.622528076,-122.31363678,3,Theft,C1
729,C,47.622528076,-122.31363678,3,Theft,C1
730,C,47.622528076,-122.31363678,3,Theft,C1
731,C,47.622528076,-122.31363678,3,Theft,C1
732,W,47.553882599,-122.386253357,3,Theft,W2
733,W,47.553882599,-122.386253357,3,Theft,W2
734,J,47.693305969,-122.351272583,3,Theft,J1
735,D,47.64087677,-122.324676514,3,Property,D3
736,M,47.60925293,-122.337341309,3,Public Offense,M3
737,N,47.705066681,-122.349395752,3,Fraud,N3
738,M,47.60925293,-122.337341309,3,Public Offense,M3
739,N,47.705066681,-122.349395752,3,Fraud,N3
740,N,47.705066681,-122.349395752,3,Fraud,N3
741,N,47.705066681,-122.349395752,3,Fraud,N3
742,J,47.687664032,-122.348564148,3,Theft,J3
743,J,47.687664032,-122.348564148,3,Theft,J3
744,K,47.601715088,-122.33026886,3,Public Offense,K2
745,K,47.601715088,-122.33026886,3,Public Offense,K2
746,E,47.616340637,-122.326789856,3,Theft,E1
747,E,47.616340637,-122.326789856,3,Theft,E1
748,M,47.612102509,-122.333808899,3,Property,M2
749,M,47.612102509,-122.333808899,3,Property,M2
750,D,47.614269257,-122.343063354,3,Theft,D1
751,D,47.614269257,-122.343063354,3,Theft,D1
752,D,47.614269257,-122.343063354,3,Theft,D1
753,B,47.667945862,-122.337432861,3,Theft,B3
754,B,47.667945862,-122.337432861,3,Theft,B3
755,K,47.601718903,-122.333900452,3,Theft,K1
756,M,47.60925293,-122.337341309,3,Violence,M3
757,M,47.60925293,-122.337341309,3,Violence,M3
758,K,47.599617004,-122.328964233,3,Violence,K3
759,K,47.599617004,-122.328964233,3,Violence,K3
760,K,47.599617004,-122.328964233,3,Violence,K3
761,C,47.612789154,-122.286010742,3,Property,C3
762,C,47.612789154,-122.286010742,3,Property,C3
763,J,47.679168701,-122.355316162,3,Property,J3
764,J,47.679168701,-122.355316162,3,Property,J3
765,J,47.679168701,-122.355316162,3,Property,J3
766,J,47.679168701,-122.355316162,3,Property,J3
767,J,47.679168701,-122.355316162,3,Property,J3
768,J,47.679168701,-122.355316162,3,Property,J3
769,B,47.668682098,-122.333648682,3,Violence,B3
770,B,47.668682098,-122.333648682,3,Violence,B3
771,G,47.599277496,-122.300514221,3,Public Offense,G3
772,G,47.599277496,-122.300514221,3,Public Offense,G3
773,Q,47.660671234,-122.392852783,3,Public Offense,Q1
774,Q,47.660671234,-122.392852783,3,Public Offense,Q1
775,B,47.663848877,-122.33013916,3,Theft,B3
776,B,47.663848877,-122.33013916,3,Theft,B3
777,Q,47.658325195,-122.40460968,3,Court Violation,Q1
778,Q,47.658325195,-122.40460968,3,Court Violation,Q1
779,C,47.62493515,-122.28754425,3,Fraud,C3
780,C,47.62493515,-122.28754425,3,Fraud,C3
781,W,47.558429718,-122.390899658,3,Theft,W2
782,W,47.558429718,-122.390899658,3,Theft,W2
783,J,47.688026428,-122.347213745,3,Theft,J3
784,J,47.688026428,-122.347213745,3,Theft,J3
785,W,47.56407547,-122.374198914,3,Property,W2
786,L,47.703556061,-122.317756653,3,Theft,L2
787,L,47.703556061,-122.317756653,3,Theft,L2
788,L,47.703556061,-122.317756653,3,Theft,L2
789,C,47.635471344,-122.320091248,3,Property,C1
790,C,47.635471344,-122.320091248,3,Property,C1
791,G,47.598342896,-122.318435669,3,Public Offense,G1
792,G,47.598342896,-122.318435669,3,Public Offense,G1
793,W,47.5820961,-122.386512756,3,Violence,W1
794,W,47.5820961,-122.386512756,3,Violence,W1
795,G,47.604839325,-122.32409668,3,Violence,G1
796,G,47.604839325,-122.32409668,3,Violence,G1
797,R,47.580993652,-122.308456421,3,Theft,R1
798,R,47.580993652,-122.308456421,3,Theft,R1
799,B,47.650161743,-122.344749451,3,Violence,B3
800,B,47.650161743,-122.344749451,3,Violence,B3
801,O,47.541934967,-122.329185486,3,Theft,O3
802,O,47.541934967,-122.329185486,3,Theft,O3
803,O,47.541934967,-122.329185486,3,Theft,O3
804,F,47.527332306,-122.327026367,3,Property,F3
805,F,47.527332306,-122.327026367,3,Property,F3
806,F,47.527332306,-122.327026367,3,Property,F3
807,B,47.661384583,-122.335075378,3,Theft,B3
808,B,47.661384583,-122.335075378,3,Theft,B3
809,D,47.645381927,-122.327285767,3,Property,D3
810,K,47.600879669,-122.332878113,3,Violence,K2
811,K,47.600879669,-122.332878113,3,Violence,K2
812,N,47.693210602,-122.337814331,3,Theft,N3
813,N,47.693210602,-122.337814331,3,Theft,N3
814,N,47.693210602,-122.337814331,3,Theft,N3
815,N,47.693210602,-122.337814331,3,Theft,N3
816,N,47.693210602,-122.337814331,3,Theft,N3
817,U,47.65945816,-122.318267822,3,Theft,U2
818,U,47.65945816,-122.318267822,3,Theft,U2
819,K,47.605621338,-122.334022522,3,Property,K1
820,D,47.618518829,-122.335319519,3,Theft,D2
821,D,47.618518829,-122.335319519,3,Theft,D2
822,R,47.555652618,-122.272636414,3,Property,R3
823,R,47.555652618,-122.272636414,3,Property,R3
824,R,47.555652618,-122.272636414,3,Property,R3
825,R,47.555652618,-122.272636414,3,Property,R3
826,E,47.616409302,-122.320037842,3,Fraud,E2
827,C,47.638729095,-122.304779053,3,Theft,C2
828,E,47.616409302,-122.320037842,3,Fraud,E2
829,E,47.616409302,-122.320037842,3,Fraud,E2
830,D,47.638748169,-122.342353821,3,Theft,D2
831,R,47.558185577,-122.280105591,3,Theft,R3
832,R,47.558185577,-122.280105591,3,Theft,R3
833,R,47.558185577,-122.280105591,3,Theft,R3
834,J,47.68012619,-122.363334656,3,Theft,J2
835,O,47.58146286,-122.321395874,3,Theft,O1
836,O,47.58146286,-122.321395874,3,Theft,O1
837,G,47.602313995,-122.284988403,3,Violence,G2
838,G,47.602313995,-122.284988403,3,Violence,G2
839,J,47.691516876,-122.377883911,3,Theft,J1
840,J,47.691516876,-122.377883911,3,Theft,J1
841,B,47.656826019,-122.338027954,3,Theft,B3
842,B,47.656826019,-122.338027954,3,Theft,B3
843,N,47.700523376,-122.344642639,3,Court Violation,N3
844,N,47.700523376,-122.344642639,3,Court Violation,N3
845,W,47.562950134,-122.389480591,3,Theft,W2
846,J,47.673675537,-122.332214355,3,Property,J3
847,J,47.673675537,-122.332214355,3,Property,J3
848,J,47.673675537,-122.332214355,3,Property,J3
849,J,47.673675537,-122.332214355,3,Property,J3
850,Q,47.62090683,-122.347602844,3,Violence,Q3
851,Q,47.62090683,-122.347602844,3,Violence,Q3
852,Q,47.62090683,-122.347602844,3,Violence,Q3
853,Q,47.62090683,-122.347602844,3,Violence,Q3
854,M,47.611320496,-122.33731842,3,Theft,M2
855,M,47.611320496,-122.33731842,3,Theft,M2
856,M,47.611320496,-122.33731842,3,Theft,M2
857,B,47.661384583,-122.334396362,3,Theft,B3
858,B,47.661384583,-122.334396362,3,Theft,B3
859,J,47.690616608,-122.359313965,3,Fraud,J2
860,N,47.693466187,-122.34589386,3,Theft,N3
861,R,47.583400726,-122.302001953,3,Theft,R2
862,R,47.583400726,-122.302001953,3,Theft,R2
863,R,47.583400726,-122.302001953,3,Theft,R2
864,R,47.583400726,-122.302001953,3,Theft,R2
865,R,47.583400726,-122.302001953,3,Theft,R2
866,U,47.666435242,-122.313049316,3,Property,U1
867,R,47.551551819,-122.277870178,3,Fraud,R3
868,R,47.551551819,-122.277870178,3,Fraud,R3
869,R,47.551551819,-122.277870178,3,Fraud,R3
870,R,47.551551819,-122.277870178,3,Fraud,R3
871,U,47.678531647,-122.30657959,3,Theft,U1
872,U,47.678531647,-122.30657959,3,Theft,U1
873,M,47.607364655,-122.34021759,3,Theft,M1
874,M,47.607364655,-122.34021759,3,Theft,M1
875,F,47.526878357,-122.314849854,3,Property,F3
876,F,47.526878357,-122.314849854,3,Property,F3
877,E,47.611335754,-122.323898315,3,Property,E3
878,E,47.611335754,-122.323898315,3,Property,E3
879,U,47.662181854,-122.313117981,3,Court Violation,U2
880,F,47.520427704,-122.336029053,3,Fraud,F3
881,F,47.520427704,-122.336029053,3,Fraud,F3
882,F,47.520427704,-122.336029053,3,Fraud,F3
883,F,47.520427704,-122.336029053,3,Fraud,F3
884,E,47.623710632,-122.326591492,3,Property,E1
885,E,47.623710632,-122.326591492,3,Property,E1
886,B,47.667942047,-122.335037231,3,Theft,B3
887,B,47.667942047,-122.335037231,3,Theft,B3
888,M,47.609718323,-122.336227417,3,Fraud,M3
889,M,47.609718323,-122.336227417,3,Fraud,M3
890,M,47.609718323,-122.336227417,3,Fraud,M3
891,M,47.609718323,-122.336227417,3,Fraud,M3
892,M,47.609718323,-122.336227417,3,Fraud,M3
893,M,47.609718323,-122.336227417,3,Fraud,M3
894,M,47.609718323,-122.336227417,3,Fraud,M3
895,K,47.596485138,-122.329048157,3,Public Offense,K3
896,L,47.719276428,-122.294570923,3,Property,L3
897,L,47.719276428,-122.294570923,3,Property,L3
898,W,47.560211182,-122.385482788,3,Fraud,W2
899,W,47.560211182,-122.385482788,3,Fraud,W2
900,K,47.604660034,-122.331604004,3,Violence,K1
901,K,47.604660034,-122.331604004,3,Violence,K1
902,G,47.607021332,-122.303779602,3,Public Offense,G2
903,G,47.607021332,-122.303779602,3,Public Offense,G2
904,N,47.699604034,-122.33972168,3,Property,N3
905,K,47.601074219,-122.331390381,3,Violence,K2
906,N,47.699604034,-122.33972168,3,Property,N3
907,J,47.688388824,-122.348564148,3,Theft,J3
908,U,47.665641785,-122.309463501,3,Theft,U1
909,U,47.665641785,-122.309463501,3,Theft,U1
910,U,47.665641785,-122.309463501,3,Theft,U1
911,K,47.604160309,-122.328079224,3,Violence,K3
912,K,47.604160309,-122.328079224,3,Violence,K3
913,Q,47.62147522,-122.343681335,3,Theft,Q3
914,Q,47.62147522,-122.343681335,3,Theft,Q3
915,Q,47.62147522,-122.343681335,3,Theft,Q3
916,L,47.727355957,-122.288238525,3,Theft,L3
917,W,47.572944641,-122.389427185,3,Violence,W1
918,N,47.716911316,-122.357055664,3,Property,N1
919,N,47.716911316,-122.357055664,3,Property,N1
920,N,47.698699951,-122.340820313,3,Theft,N3
921,N,47.698699951,-122.340820313,3,Theft,N3
922,F,47.527332306,-122.327026367,3,Property,F3
923,F,47.527332306,-122.327026367,3,Property,F3
924,D,47.634735107,-122.343475342,3,Theft,D2
925,D,47.634735107,-122.343475342,3,Theft,D2
926,W,47.527988434,-122.379325867,3,Theft,W3
927,W,47.527988434,-122.379325867,3,Theft,W3
928,L,47.729183197,-122.288284302,3,Theft,L3
929,M,47.608787537,-122.338447571,3,Theft,M1
930,M,47.608787537,-122.338447571,3,Theft,M1
931,M,47.608787537,-122.338447571,3,Theft,M1
932,M,47.608787537,-122.338447571,3,Theft,M1
933,M,47.608787537,-122.338447571,3,Theft,M1
934,E,47.612987518,-122.323944092,3,Theft,E3
935,E,47.612987518,-122.323944092,3,Theft,E3
936,Q,47.622062683,-122.344985962,3,Property,Q3
937,Q,47.622062683,-122.344985962,3,Property,Q3
938,L,47.696678162,-122.308135986,3,Fraud,L2
939,L,47.696678162,-122.308135986,3,Fraud,L2
940,C,47.62191391,-122.293159485,3,Fraud,C3
941,C,47.62191391,-122.293159485,3,Fraud,C3
942,M,47.612102509,-122.333808899,3,Theft,M2
943,E,47.614654541,-122.320793152,3,Violence,E2
944,E,47.614654541,-122.320793152,3,Violence,E2
945,E,47.614654541,-122.320793152,3,Violence,E2
946,E,47.614654541,-122.320793152,3,Violence,E2
947,F,47.523994446,-122.360481262,3,Court Violation,F2
948,F,47.523994446,-122.360481262,3,Court Violation,F2
949,K,47.602767944,-122.33140564,3,Property,K1
950,K,47.602767944,-122.33140564,3,Property,K1
951,K,47.602767944,-122.33140564,3,Property,K1
952,K,47.602767944,-122.33140564,3,Property,K1
953,D,47.61807251,-122.348503113,3,Public Offense,D1
954,J,47.688388824,-122.347213745,3,Theft,J3
955,J,47.688388824,-122.347213745,3,Theft,J3
956,D,47.616054535,-122.336166382,3,Theft,D2
957,D,47.616054535,-122.336166382,3,Theft,D2
958,D,47.616054535,-122.336166382,3,Theft,D2
959,D,47.616054535,-122.336166382,3,Theft,D2
960,J,47.677806854,-122.37247467,3,Theft,J2
961,J,47.677806854,-122.37247467,3,Theft,J2
962,K,47.596656799,-122.327682495,3,Violence,K3
963,F,47.522636414,-122.314971924,3,Property,F3
964,F,47.522636414,-122.314971924,3,Property,F3
965,F,47.522636414,-122.314971924,3,Property,F3
966,F,47.522636414,-122.314971924,3,Property,F3
967,D,47.617797852,-122.343086243,3,Court Violation,D2
968,L,47.714836121,-122.307159424,3,Property,L1
969,L,47.714836121,-122.307159424,3,Property,L1
970,W,47.525814056,-122.391571045,3,Public Offense,W3
971,W,47.525814056,-122.391571045,3,Public Offense,W3
972,S,47.538913727,-122.293754578,3,Theft,S1
973,U,47.678501129,-122.298469543,3,Theft,U3
974,U,47.678501129,-122.298469543,3,Theft,U3
975,G,47.599201202,-122.315681458,3,Public Offense,G3
976,G,47.599201202,-122.315681458,3,Public Offense,G3
977,B,47.672080994,-122.334037781,3,Theft,B3
978,S,47.512516022,-122.257041931,3,Property,S3
979,S,47.512516022,-122.257041931,3,Property,S3
980,K,47.602413177,-122.331085205,3,Public Offense,K2
981,K,47.602413177,-122.331085205,3,Public Offense,K2
982,K,47.602413177,-122.331085205,3,Public Offense,K2
983,K,47.602413177,-122.331085205,3,Public Offense,K2
984,F,47.521949768,-122.357803345,3,Property,F2
985,F,47.521949768,-122.357803345,3,Property,F2
986,D,47.617023468,-122.345741272,3,Public Offense,D2
987,D,47.617023468,-122.345741272,3,Public Offense,D2
988,M,47.609653473,-122.333099365,3,Theft,M3
989,M,47.609653473,-122.333099365,3,Theft,M3
990,M,47.609653473,-122.333099365,3,Theft,M3
991,M,47.609653473,-122.333099365,3,Theft,M3
992,O,47.572704315,-122.339691162,3,Theft,O1
993,O,47.572704315,-122.339691162,3,Theft,O1
994,D,47.637508392,-122.32711792,3,Property,D3
995,D,47.637508392,-122.32711792,3,Property,D3
996,R,47.576358795,-122.296630859,3,Public Offense,R2
997,R,47.576358795,-122.296630859,3,Public Offense,R2
998,E,47.608657837,-122.320755005,3,Violence,E3
999,E,47.608657837,-122.320755005,3,Violence,E3
